Name,Device ID,Scheduled Time,Issued Time,Response Time,Duration (minutes),Location,[5_SAQ] Currently I don't feel entangled in my thoughts.,[7_SAQ] At the moment I feel determined to stick to my current task until it's complete.,[8_SAQ] Any feelings of inadequacy I experience right now are shared by most people.,[13_SAQ] Right now I don't feel confident in my ability to effectively accomplish my current task.,[9_SAQ] Right now I am giving myself the caring and tenderness I need towards my negative feelings.,[10_SAQ] Right now I believe I can succeed in my current task if I set my mind to it.,[11_SAQ] I am currently struggling with my thoughts.,[14_SAQ] At the moment I don't feel committed to my current task as much as I think I should.
User #26050,1caf64465670cea1,2020-04-20 14:59:20 CEST,2020-04-20 14:59:21 CEST,2020-04-20 15:06:28 CEST,428.117,Unknown,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree
User #26053,ae7272bee31b9989,2020-04-13 09:49:19 CEST,2020-04-13 09:49:19 CEST,2020-04-13 09:52:08 CEST,168.894,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 3) Neither,(ID 4) Agree
User #26053,ae7272bee31b9989,2020-04-13 14:52:25 CEST,2020-04-13 14:52:26 CEST,2020-04-13 15:09:03 CEST,997.912,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree
User #26053,ae7272bee31b9989,2020-04-13 20:27:48 CEST,2020-04-13 20:27:49 CEST,2020-04-13 20:38:53 CEST,665.024,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 3) Neither
User #26053,ae7272bee31b9989,2020-04-14 09:40:41 CEST,2020-04-14 09:40:41 CEST,2020-04-14 09:43:51 CEST,189.814,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 1) Strongly Disagree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree
User #26053,ae7272bee31b9989,2020-04-14 11:03:23 CEST,2020-04-14 13:03:42 CEST,2020-04-14 14:33:42 CEST,Expired,Unknown,,,,,,,,
User #26053,ae7272bee31b9989,2020-04-14 15:27:30 CEST,2020-04-14 15:27:31 CEST,2020-04-14 16:13:46 CEST,2776.89,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree
User #26053,ae7272bee31b9989,2020-04-14 20:16:22 CEST,2020-04-14 20:16:22 CEST,2020-04-14 20:44:32 CEST,1689.945,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 3) Neither
User #26053,ae7272bee31b9989,2020-04-15 09:57:34 CEST,2020-04-15 09:57:34 CEST,2020-04-15 10:07:17 CEST,583.388,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 3) Neither
User #26053,ae7272bee31b9989,2020-04-15 14:30:55 CEST,2020-04-15 14:30:57 CEST,2020-04-15 16:00:57 CEST,Expired,Unknown,,,,,,,,
User #26053,ae7272bee31b9989,2020-04-15 21:01:41 CEST,2020-04-15 21:01:42 CEST,2020-04-15 21:29:00 CEST,1639.118,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree
User #26053,ae7272bee31b9989,2020-04-16 09:48:36 CEST,2020-04-16 09:48:36 CEST,2020-04-16 10:13:41 CEST,1504.911,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 5) Strongly Agree
User #26053,ae7272bee31b9989,2020-04-16 14:21:51 CEST,2020-04-16 14:21:51 CEST,2020-04-16 14:49:07 CEST,1635.427,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26053,ae7272bee31b9989,2020-04-16 20:19:16 CEST,2020-04-16 20:19:16 CEST,2020-04-16 21:05:05 CEST,2749.359,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26053,ae7272bee31b9989,2020-04-17 09:03:12 CEST,2020-04-17 09:03:12 CEST,2020-04-17 09:40:15 CEST,2223.541,Unknown,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree
User #26053,ae7272bee31b9989,2020-04-17 14:44:51 CEST,2020-04-17 14:44:51 CEST,2020-04-17 15:18:44 CEST,2033.178,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree
User #26053,ae7272bee31b9989,2020-04-17 20:04:35 CEST,2020-04-17 20:04:36 CEST,2020-04-17 20:40:14 CEST,2139.56,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree
User #26053,ae7272bee31b9989,2020-04-18 10:17:46 CEST,2020-04-18 10:17:46 CEST,2020-04-18 10:34:17 CEST,990.465,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26053,ae7272bee31b9989,2020-04-18 14:49:30 CEST,2020-04-18 14:49:30 CEST,2020-04-18 15:15:23 CEST,1552.533,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree
User #26053,ae7272bee31b9989,2020-04-18 21:14:36 CEST,2020-04-18 21:14:37 CEST,2020-04-18 22:14:31 CEST,3594.854,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26053,ae7272bee31b9989,2020-04-19 09:52:52 CEST,2020-04-19 09:52:53 CEST,2020-04-19 10:10:35 CEST,1063.267,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 4) Agree
User #26053,ae7272bee31b9989,2020-04-19 14:38:31 CEST,2020-04-19 14:38:31 CEST,2020-04-19 14:49:24 CEST,652.488,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26053,ae7272bee31b9989,2020-04-19 21:14:39 CEST,2020-04-19 21:14:39 CEST,2020-04-19 22:05:23 CEST,3044.196,Unknown,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither
User #26053,ae7272bee31b9989,2020-04-20 09:08:00 CEST,2020-04-20 09:08:01 CEST,2020-04-20 09:13:55 CEST,355.382,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26053,ae7272bee31b9989,2020-04-20 14:36:48 CEST,2020-04-20 14:36:48 CEST,2020-04-20 14:55:22 CEST,1113.625,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 1) Strongly Disagree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 3) Neither
User #26058,766bee10db0580dd,2020-04-14 09:30:44 JST,2020-04-14 09:30:45 JST,2020-04-14 09:35:48 JST,304.206,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26058,766bee10db0580dd,2020-04-14 14:56:17 JST,2020-04-14 14:56:17 JST,2020-04-14 14:58:47 JST,150.395,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26058,766bee10db0580dd,2020-04-14 21:16:16 JST,2020-04-14 21:16:16 JST,2020-04-14 21:16:49 JST,33.34,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither
User #26058,766bee10db0580dd,2020-04-15 09:46:32 JST,2020-04-15 09:46:33 JST,2020-04-15 09:54:29 JST,476.184,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26058,766bee10db0580dd,2020-04-15 15:16:19 JST,2020-04-15 15:16:19 JST,2020-04-15 15:18:15 JST,116.465,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26058,766bee10db0580dd,2020-04-15 20:18:53 JST,2020-04-15 20:18:56 JST,2020-04-15 20:22:50 JST,236.746,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26058,766bee10db0580dd,2020-04-16 09:53:26 JST,2020-04-16 09:53:26 JST,2020-04-16 10:01:03 JST,457.146,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree
User #26058,766bee10db0580dd,2020-04-16 14:24:34 JST,2020-04-16 14:24:37 JST,2020-04-16 14:25:38 JST,63.779,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26058,766bee10db0580dd,2020-04-16 20:45:23 JST,2020-04-16 20:45:25 JST,2020-04-16 21:09:10 JST,1426.944,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree
User #26058,766bee10db0580dd,2020-04-17 09:53:10 JST,2020-04-17 10:23:10 JST,2020-04-17 10:25:52 JST,1961.808,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither
User #26058,766bee10db0580dd,2020-04-17 14:39:52 JST,2020-04-17 14:39:52 JST,2020-04-17 14:40:21 JST,28.53,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26058,766bee10db0580dd,2020-04-17 20:38:56 JST,2020-04-17 20:38:58 JST,2020-04-17 20:40:40 JST,104.547,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26058,766bee10db0580dd,2020-04-18 10:22:08 JST,2020-04-18 10:22:09 JST,2020-04-18 10:29:15 JST,426.788,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree
User #26058,766bee10db0580dd,2020-04-18 15:27:42 JST,2020-04-18 15:27:43 JST,2020-04-18 15:28:16 JST,34.116,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26058,766bee10db0580dd,2020-04-18 21:18:02 JST,2020-04-18 21:18:04 JST,2020-04-18 21:22:44 JST,282.872,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26058,766bee10db0580dd,2020-04-19 09:19:27 JST,2020-04-19 10:19:28 JST,2020-04-19 10:49:27 JST,Expired,Unknown,,,,,,,,
User #26058,766bee10db0580dd,2020-04-19 14:57:14 JST,2020-04-19 14:57:16 JST,2020-04-19 14:59:46 JST,151.585,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26058,766bee10db0580dd,2020-04-19 20:47:55 JST,2020-04-19 20:47:55 JST,2020-04-19 20:48:20 JST,25.493,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26058,766bee10db0580dd,2020-04-20 09:56:20 JST,2020-04-20 09:58:12 JST,2020-04-20 09:58:44 JST,144.799,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26058,766bee10db0580dd,2020-04-20 14:48:47 JST,2020-04-20 14:48:48 JST,2020-04-20 14:49:39 JST,51.734,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26058,766bee10db0580dd,2020-04-20 21:21:39 JST,2020-04-20 21:21:40 JST,2020-04-20 21:50:10 JST,1710.567,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26058,766bee10db0580dd,2020-04-21 09:55:38 JST,2020-04-21 09:55:40 JST,2020-04-21 10:19:33 JST,1434.972,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26058,None,2020-04-14 18:03:23 JST,2020-04-14 18:03:23 JST,,Expired,Unknown,,,,,,,,
User #26068,ac1672bccfadf854,2020-04-14 09:54:22 CEST,2020-04-14 09:54:22 CEST,2020-04-14 10:10:31 CEST,968.706,Unknown,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree
User #26068,ac1672bccfadf854,2020-04-14 14:12:49 CEST,2020-04-14 14:12:50 CEST,2020-04-14 14:21:01 CEST,491.453,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26068,ac1672bccfadf854,2020-04-14 21:00:09 CEST,2020-04-14 21:30:09 CEST,2020-04-14 21:31:11 CEST,1861.866,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree
User #26068,ac1672bccfadf854,2020-04-15 10:19:40 CEST,2020-04-15 10:19:41 CEST,2020-04-15 10:20:35 CEST,54.265,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree
User #26068,ac1672bccfadf854,2020-04-15 14:52:02 CEST,2020-04-15 15:22:02 CEST,2020-04-15 15:27:02 CEST,2100.421,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26068,ac1672bccfadf854,2020-04-15 20:58:48 CEST,2020-04-15 21:28:48 CEST,2020-04-15 21:30:20 CEST,1892.019,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree
User #26068,ac1672bccfadf854,2020-04-16 09:51:53 CEST,2020-04-16 09:51:54 CEST,2020-04-16 09:52:53 CEST,59.41,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26068,ac1672bccfadf854,2020-04-16 15:21:03 CEST,2020-04-16 16:21:03 CEST,2020-04-16 16:22:11 CEST,3668.048,Unknown,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 2) Disagree
User #26068,ac1672bccfadf854,2020-04-16 20:47:53 CEST,2020-04-16 21:47:54 CEST,2020-04-16 22:17:53 CEST,Expired,Unknown,,,,,,,,
User #26068,ac1672bccfadf854,2020-04-17 09:18:07 CEST,2020-04-17 09:18:07 CEST,2020-04-17 09:46:01 CEST,1673.968,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree
User #26068,ac1672bccfadf854,2020-04-17 14:27:12 CEST,2020-04-17 15:27:12 CEST,2020-04-17 15:57:12 CEST,Expired,Unknown,,,,,,,,
User #26068,ac1672bccfadf854,2020-04-17 20:15:13 CEST,2020-04-17 20:45:13 CEST,2020-04-17 20:58:39 CEST,2605.202,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26068,ac1672bccfadf854,2020-04-18 09:16:09 CEST,2020-04-18 10:16:09 CEST,2020-04-18 10:38:26 CEST,4936.52,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26068,ac1672bccfadf854,2020-04-18 14:26:59 CEST,2020-04-18 14:26:59 CEST,2020-04-18 14:57:11 CEST,1812.31,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree
User #26068,ac1672bccfadf854,2020-04-18 20:28:33 CEST,2020-04-18 21:28:33 CEST,2020-04-18 21:58:33 CEST,Expired,Unknown,,,,,,,,
User #26068,ac1672bccfadf854,2020-04-19 09:04:21 CEST,2020-04-19 10:04:21 CEST,2020-04-19 10:34:21 CEST,Expired,Unknown,,,,,,,,
User #26068,ac1672bccfadf854,2020-04-19 14:55:13 CEST,2020-04-19 15:55:13 CEST,2020-04-19 16:25:13 CEST,Expired,Unknown,,,,,,,,
User #26068,ac1672bccfadf854,2020-04-19 20:41:38 CEST,2020-04-19 21:41:38 CEST,2020-04-19 22:11:38 CEST,Expired,Unknown,,,,,,,,
User #26068,ac1672bccfadf854,2020-04-20 09:58:30 CEST,2020-04-20 10:58:30 CEST,2020-04-20 11:28:30 CEST,Expired,Unknown,,,,,,,,
User #26068,ac1672bccfadf854,2020-04-20 14:40:04 CEST,2020-04-20 15:40:04 CEST,2020-04-20 16:10:04 CEST,Expired,Unknown,,,,,,,,
User #26068,ac1672bccfadf854,2020-04-20 21:02:02 CEST,2020-04-20 22:02:03 CEST,2020-04-20 22:32:02 CEST,Expired,Unknown,,,,,,,,
User #26068,ac1672bccfadf854,2020-04-21 09:42:04 CEST,2020-04-21 09:42:05 CEST,2020-04-21 09:42:58 CEST,53.584,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-15 09:50:47 CEST,2020-04-15 09:50:47 CEST,2020-04-15 11:20:47 CEST,Expired,Unknown,,,,,,,,
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-15 14:13:56 CEST,2020-04-15 14:13:56 CEST,2020-04-15 14:14:47 CEST,51.304,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-15 21:10:14 CEST,2020-04-15 21:10:14 CEST,2020-04-15 22:40:14 CEST,Expired,Unknown,,,,,,,,
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-16 09:33:20 CEST,2020-04-16 09:33:20 CEST,2020-04-16 09:34:05 CEST,44.498,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-16 14:10:57 CEST,2020-04-16 14:10:57 CEST,2020-04-16 15:40:57 CEST,Expired,Unknown,,,,,,,,
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-16 21:25:11 CEST,2020-04-16 21:25:11 CEST,2020-04-16 22:55:11 CEST,Expired,Unknown,,,,,,,,
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-17 10:14:16 CEST,2020-04-17 10:14:16 CEST,2020-04-17 10:14:52 CEST,36.479,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-17 14:24:49 CEST,2020-04-17 14:24:49 CEST,2020-04-17 15:54:49 CEST,Expired,Unknown,,,,,,,,
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-17 20:46:45 CEST,2020-04-17 20:46:45 CEST,2020-04-17 20:53:26 CEST,401.088,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-18 09:20:44 CEST,2020-04-18 09:20:44 CEST,2020-04-18 10:39:02 CEST,4698.106,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-18 14:37:55 CEST,2020-04-18 14:37:55 CEST,2020-04-18 16:07:55 CEST,Expired,Unknown,,,,,,,,
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-18 20:23:28 CEST,2020-04-18 20:23:28 CEST,2020-04-18 21:53:28 CEST,Expired,Unknown,,,,,,,,
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-19 10:07:31 CEST,2020-04-19 10:07:31 CEST,2020-04-19 10:44:46 CEST,2234.596,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-19 15:05:32 CEST,2020-04-19 15:05:32 CEST,2020-04-19 16:35:32 CEST,Expired,Unknown,,,,,,,,
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-19 20:11:30 CEST,2020-04-19 20:11:30 CEST,2020-04-19 21:41:30 CEST,Expired,Unknown,,,,,,,,
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-20 10:23:59 CEST,2020-04-20 10:23:59 CEST,2020-04-20 10:24:35 CEST,35.491,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-20 14:04:08 CEST,2020-04-20 14:04:08 CEST,2020-04-20 14:35:17 CEST,1869.665,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-20 21:11:06 CEST,2020-04-20 21:11:06 CEST,2020-04-20 22:41:06 CEST,Expired,Unknown,,,,,,,,
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-21 09:26:39 CEST,2020-04-21 09:26:39 CEST,2020-04-21 09:27:15 CEST,36.056,Unknown,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-21 15:16:24 CEST,2020-04-21 15:16:24 CEST,2020-04-21 15:18:28 CEST,123.627,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-21 21:06:16 CEST,2020-04-21 21:06:16 CEST,2020-04-21 21:06:47 CEST,31.278,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-22 10:04:38 CEST,2020-04-22 10:04:38 CEST,2020-04-22 10:05:05 CEST,27.481,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26096,124357C7D87E4635A4CD34A6C27B9F73,2020-04-22 14:16:16 CEST,2020-04-22 14:16:16 CEST,2020-04-22 15:31:07 CEST,4490.777,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
